Subject_Index,REM_Cycle_Index,Stage,Duration,Source
SC4762EG,SC4762EG_C55,4,30,EDF
SC4762EG,SC4762EG_C55,3,180,EDF
SC4762EG,SC4762EG_C55,5,360,EDF
SC4771GC,SC4771GC_C1,1,510,EDF
SC4771GC,SC4771GC_C1,5,240,EDF
SC4771GC,SC4771GC_C1,4,60,EDF
SC4771GC,SC4771GC_C1,5,90,EDF
SC4771GC,SC4771GC_C1,4,210,EDF
SC4771GC,SC4771GC_C1,3,1140,EDF
SC4771GC,SC4771GC_C1,2,30,EDF
SC4771GC,SC4771GC_C1,3,30,EDF
SC4771GC,SC4771GC_C1,2,30,EDF
SC4771GC,SC4771GC_C1,3,90,EDF
SC4771GC,SC4771GC_C1,2,30,EDF
SC4771GC,SC4771GC_C1,3,1410,EDF
SC4771GC,SC4771GC_C1,2,30,EDF
SC4771GC,SC4771GC_C1,5,30,EDF
SC4771GC,SC4771GC_C1,4,30,EDF
SC4771GC,SC4771GC_C1,5,2970,EDF
SC4771GC,SC4771GC_C1,4,30,EDF
SC4771GC,SC4771GC_C1,5,930,EDF
SC4771GC,SC4771GC_C1,4,30,EDF
SC4771GC,SC4771GC_C1,5,510,EDF
SC4771GC,SC4771GC_C1,4,540,EDF
SC4771GC,SC4771GC_C2,1,120,EDF
SC4771GC,SC4771GC_C2,5,90,EDF
SC4771GC,SC4771GC_C2,4,30,EDF
SC4771GC,SC4771GC_C2,5,150,EDF
SC4771GC,SC4771GC_C2,4,180,EDF
SC4771GC,SC4771GC_C3,1,360,EDF
SC4771GC,SC4771GC_C3,5,30,EDF
SC4771GC,SC4771GC_C3,4,180,EDF
SC4771GC,SC4771GC_C4,1,750,EDF
SC4771GC,SC4771GC_C4,5,90,EDF
SC4771GC,SC4771GC_C4,4,30,EDF
SC4771GC,SC4771GC_C4,5,30,EDF
SC4771GC,SC4771GC_C4,4,30,EDF
SC4771GC,SC4771GC_C4,5,30,EDF
SC4771GC,SC4771GC_C4,4,1230,EDF
SC4771GC,SC4771GC_C4,3,2970,EDF
SC4771GC,SC4771GC_C5,1,60,EDF
SC4771GC,SC4771GC_C5,5,60,EDF
SC4771GC,SC4771GC_C5,4,30,EDF
SC4771GC,SC4771GC_C5,5,30,EDF
SC4771GC,SC4771GC_C5,4,60,EDF
SC4771GC,SC4771GC_C5,5,60,EDF
SC4771GC,SC4771GC_C6,1,150,EDF
SC4771GC,SC4771GC_C6,3,360,EDF
SC4771GC,SC4771GC_C6,4,150,EDF
SC4771GC,SC4771GC_C6,3,2220,EDF
SC4771GC,SC4771GC_C6,4,480,EDF
SC4771GC,SC4771GC_C6,5,240,EDF
SC4771GC,SC4771GC_C6,4,30,EDF
SC4771GC,SC4771GC_C6,5,30,EDF
SC4771GC,SC4771GC_C6,4,30,EDF
SC4771GC,SC4771GC_C6,5,30,EDF
SC4771GC,SC4771GC_C6,4,30,EDF
SC4771GC,SC4771GC_C6,5,30,EDF
SC4771GC,SC4771GC_C6,4,60,EDF
SC4771GC,SC4771GC_C6,5,60,EDF
SC4771GC,SC4771GC_C6,4,120,EDF
SC4771GC,SC4771GC_C6,5,240,EDF
SC4771GC,SC4771GC_C6,4,300,EDF
SC4771GC,SC4771GC_C6,5,60,EDF
SC4771GC,SC4771GC_C6,4,150,EDF
SC4771GC,SC4771GC_C6,3,30,EDF
SC4771GC,SC4771GC_C6,4,240,EDF
SC4771GC,SC4771GC_C6,3,30,EDF
SC4771GC,SC4771GC_C6,4,30,EDF
SC4771GC,SC4771GC_C6,3,150,EDF
SC4771GC,SC4771GC_C6,4,450,EDF
SC4771GC,SC4771GC_C6,5,30,EDF
SC4771GC,SC4771GC_C6,4,780,EDF
SC4771GC,SC4771GC_C6,3,30,EDF
SC4771GC,SC4771GC_C6,4,750,EDF
SC4771GC,SC4771GC_C6,3,120,EDF
SC4771GC,SC4771GC_C6,4,90,EDF
SC4771GC,SC4771GC_C6,3,60,EDF
SC4771GC,SC4771GC_C6,4,90,EDF
SC4771GC,SC4771GC_C6,5,570,EDF
SC4771GC,SC4771GC_C6,4,660,EDF
SC4771GC,SC4771GC_C7,1,180,EDF
SC4771GC,SC4771GC_C7,5,30,EDF
SC4771GC,SC4771GC_C7,4,30,EDF
SC4771GC,SC4771GC_C7,5,60,EDF
SC4771GC,SC4771GC_C7,4,30,EDF
SC4771GC,SC4771GC_C8,1,30,EDF
SC4771GC,SC4771GC_C8,5,90,EDF
SC4771GC,SC4771GC_C8,4,300,EDF
SC4771GC,SC4771GC_C9,1,60,EDF
SC4771GC,SC4771GC_C9,5,60,EDF
SC4771GC,SC4771GC_C9,4,210,EDF
SC4771GC,SC4771GC_C10,1,270,EDF
SC4771GC,SC4771GC_C10,5,30,EDF
SC4771GC,SC4771GC_C10,4,60,EDF
SC4771GC,SC4771GC_C11,1,300,EDF
SC4771GC,SC4771GC_C11,5,150,EDF
SC4771GC,SC4771GC_C11,4,30,EDF
SC4771GC,SC4771GC_C12,1,480,EDF
SC4771GC,SC4771GC_C12,5,240,EDF
SC4771GC,SC4771GC_C12,4,480,EDF
SC4771GC,SC4771GC_C12,5,30,EDF
SC4771GC,SC4771GC_C12,4,330,EDF
SC4771GC,SC4771GC_C12,3,30,EDF
SC4771GC,SC4771GC_C12,4,30,EDF
SC4771GC,SC4771GC_C12,3,30,EDF
SC4771GC,SC4771GC_C12,4,210,EDF
SC4771GC,SC4771GC_C12,3,420,EDF
SC4771GC,SC4771GC_C12,4,60,EDF
SC4771GC,SC4771GC_C12,5,120,EDF
SC4771GC,SC4771GC_C12,4,30,EDF
SC4771GC,SC4771GC_C12,5,16470,EDF
SC4772GC,SC4772GC_C1,1,2310,EDF
SC4772GC,SC4772GC_C1,5,120,EDF
SC4772GC,SC4772GC_C1,4,30,EDF
SC4772GC,SC4772GC_C1,5,30,EDF
SC4772GC,SC4772GC_C1,4,30,EDF
SC4772GC,SC4772GC_C1,5,30,EDF
SC4772GC,SC4772GC_C1,4,150,EDF
SC4772GC,SC4772GC_C1,3,60,EDF
SC4772GC,SC4772GC_C1,4,30,EDF
SC4772GC,SC4772GC_C1,3,30,EDF
SC4772GC,SC4772GC_C1,4,30,EDF
SC4772GC,SC4772GC_C1,5,60,EDF
SC4772GC,SC4772GC_C1,4,90,EDF
SC4772GC,SC4772GC_C1,3,60,EDF
SC4772GC,SC4772GC_C1,4,30,EDF
SC4772GC,SC4772GC_C1,3,150,EDF
SC4772GC,SC4772GC_C1,4,30,EDF
SC4772GC,SC4772GC_C1,3,60,EDF
SC4772GC,SC4772GC_C1,4,30,EDF
SC4772GC,SC4772GC_C1,3,30,EDF
SC4772GC,SC4772GC_C1,4,90,EDF
SC4772GC,SC4772GC_C1,3,480,EDF
SC4772GC,SC4772GC_C1,2,150,EDF
SC4772GC,SC4772GC_C1,3,30,EDF
SC4772GC,SC4772GC_C1,2,150,EDF
SC4772GC,SC4772GC_C1,3,30,EDF
SC4772GC,SC4772GC_C1,2,270,EDF
SC4772GC,SC4772GC_C1,3,30,EDF
SC4772GC,SC4772GC_C1,2,330,EDF
SC4772GC,SC4772GC_C1,3,30,EDF
SC4772GC,SC4772GC_C1,2,690,EDF
SC4772GC,SC4772GC_C1,3,30,EDF
SC4772GC,SC4772GC_C1,2,300,EDF
SC4772GC,SC4772GC_C1,3,90,EDF
SC4772GC,SC4772GC_C1,2,60,EDF
SC4772GC,SC4772GC_C1,3,60,EDF
SC4772GC,SC4772GC_C1,5,30,EDF
SC4772GC,SC4772GC_C1,3,90,EDF
SC4772GC,SC4772GC_C1,2,30,EDF
SC4772GC,SC4772GC_C1,3,30,EDF
SC4772GC,SC4772GC_C1,2,30,EDF
SC4772GC,SC4772GC_C1,3,390,EDF
SC4772GC,SC4772GC_C2,1,870,EDF
SC4772GC,SC4772GC_C2,5,60,EDF
SC4772GC,SC4772GC_C2,3,1350,EDF
SC4772GC,SC4772GC_C2,2,30,EDF
SC4772GC,SC4772GC_C2,3,30,EDF
SC4772GC,SC4772GC_C2,2,30,EDF
SC4772GC,SC4772GC_C2,3,840,EDF
SC4772GC,SC4772GC_C2,2,30,EDF
SC4772GC,SC4772GC_C2,3,30,EDF
SC4772GC,SC4772GC_C2,2,30,EDF
SC4772GC,SC4772GC_C2,3,180,EDF
SC4772GC,SC4772GC_C2,5,30,EDF
SC4772GC,SC4772GC_C2,3,420,EDF
SC4772GC,SC4772GC_C2,5,30,EDF
SC4772GC,SC4772GC_C2,3,240,EDF
SC4772GC,SC4772GC_C2,2,30,EDF
SC4772GC,SC4772GC_C2,3,30,EDF
SC4772GC,SC4772GC_C2,2,30,EDF
SC4772GC,SC4772GC_C2,3,30,EDF
SC4772GC,SC4772GC_C3,1,30,EDF
SC4772GC,SC4772GC_C3,3,600,EDF
SC4772GC,SC4772GC_C3,2,30,EDF
SC4772GC,SC4772GC_C3,3,270,EDF
SC4772GC,SC4772GC_C3,2,30,EDF
SC4772GC,SC4772GC_C3,3,180,EDF
SC4772GC,SC4772GC_C3,2,180,EDF
SC4772GC,SC4772GC_C3,3,60,EDF
SC4772GC,SC4772GC_C3,2,60,EDF
SC4772GC,SC4772GC_C3,3,30,EDF
SC4772GC,SC4772GC_C3,2,30,EDF
SC4772GC,SC4772GC_C3,3,90,EDF
SC4772GC,SC4772GC_C3,2,30,EDF
SC4772GC,SC4772GC_C3,3,30,EDF
SC4772GC,SC4772GC_C3,2,60,EDF
SC4772GC,SC4772GC_C3,5,570,EDF
SC4772GC,SC4772GC_C3,3,150,EDF
SC4772GC,SC4772GC_C4,1,510,EDF
SC4772GC,SC4772GC_C4,5,240,EDF
SC4772GC,SC4772GC_C4,4,210,EDF
SC4772GC,SC4772GC_C5,1,120,EDF
SC4772GC,SC4772GC_C5,5,30,EDF
SC4772GC,SC4772GC_C5,4,180,EDF
SC4772GC,SC4772GC_C6,1,150,EDF
SC4772GC,SC4772GC_C6,5,60,EDF
SC4772GC,SC4772GC_C6,4,750,EDF
SC4772GC,SC4772GC_C6,5,4770,EDF
SC4772GC,SC4772GC_C6,4,30,EDF
SC4772GC,SC4772GC_C6,5,60,EDF
SC4772GC,SC4772GC_C6,4,30,EDF
SC4772GC,SC4772GC_C6,5,810,EDF
SC4772GC,SC4772GC_C6,4,60,EDF
SC4772GC,SC4772GC_C6,5,870,EDF
SC4772GC,SC4772GC_C6,4,60,EDF
SC4772GC,SC4772GC_C6,5,1530,EDF
SC4772GC,SC4772GC_C6,4,30,EDF
SC4772GC,SC4772GC_C6,5,30,EDF
SC4772GC,SC4772GC_C6,4,30,EDF
SC4772GC,SC4772GC_C6,5,30,EDF
SC4772GC,SC4772GC_C6,4,30,EDF
SC4772GC,SC4772GC_C6,5,480,EDF
SC4772GC,SC4772GC_C6,4,30,EDF
SC4772GC,SC4772GC_C6,5,30,EDF
SC4772GC,SC4772GC_C6,4,60,EDF
SC4772GC,SC4772GC_C6,5,90,EDF
SC4772GC,SC4772GC_C6,4,30,EDF
SC4772GC,SC4772GC_C6,5,240,EDF
SC4772GC,SC4772GC_C6,4,60,EDF
SC4772GC,SC4772GC_C6,5,30,EDF
SC4772GC,SC4772GC_C6,4,30,EDF
SC4772GC,SC4772GC_C6,5,30,EDF
SC4772GC,SC4772GC_C6,4,180,EDF
SC4772GC,SC4772GC_C6,5,5220,EDF
SC4801GC,SC4801GC_C1,1,360,EDF
SC4801GC,SC4801GC_C1,5,60,EDF
SC4801GC,SC4801GC_C1,4,90,EDF
SC4801GC,SC4801GC_C1,3,60,EDF
SC4801GC,SC4801GC_C2,1,60,EDF
SC4801GC,SC4801GC_C2,5,30,EDF
SC4801GC,SC4801GC_C2,4,90,EDF
SC4801GC,SC4801GC_C3,1,30,EDF
SC4801GC,SC4801GC_C3,5,30,EDF
SC4801GC,SC4801GC_C3,4,90,EDF
SC4801GC,SC4801GC_C4,1,120,EDF
SC4801GC,SC4801GC_C4,5,150,EDF
SC4801GC,SC4801GC_C4,4,30,EDF
SC4801GC,SC4801GC_C4,3,60,EDF
SC4801GC,SC4801GC_C4,5,30,EDF
SC4801GC,SC4801GC_C4,4,90,EDF
SC4801GC,SC4801GC_C4,5,30,EDF
SC4801GC,SC4801GC_C4,4,30,EDF
SC4801GC,SC4801GC_C4,5,30,EDF
SC4801GC,SC4801GC_C4,4,240,EDF
SC4801GC,SC4801GC_C4,3,1170,EDF
SC4801GC,SC4801GC_C4,2,90,EDF
SC4801GC,SC4801GC_C4,3,540,EDF
SC4801GC,SC4801GC_C4,2,30,EDF
SC4801GC,SC4801GC_C4,3,1620,EDF
SC4801GC,SC4801GC_C4,2,30,EDF
SC4801GC,SC4801GC_C4,3,930,EDF
SC4801GC,SC4801GC_C5,1,90,EDF
SC4801GC,SC4801GC_C5,5,120,EDF
SC4801GC,SC4801GC_C5,4,180,EDF
SC4801GC,SC4801GC_C5,5,60,EDF
SC4801GC,SC4801GC_C5,4,180,EDF
SC4801GC,SC4801GC_C5,5,60,EDF
SC4801GC,SC4801GC_C5,4,30,EDF
SC4801GC,SC4801GC_C6,1,180,EDF
SC4801GC,SC4801GC_C6,5,30,EDF
SC4801GC,SC4801GC_C6,4,90,EDF
SC4801GC,SC4801GC_C7,1,480,EDF
SC4801GC,SC4801GC_C7,5,60,EDF
SC4801GC,SC4801GC_C7,4,60,EDF
SC4801GC,SC4801GC_C7,5,210,EDF
SC4801GC,SC4801GC_C7,4,30,EDF
SC4801GC,SC4801GC_C7,5,120,EDF
SC4801GC,SC4801GC_C7,4,240,EDF
SC4801GC,SC4801GC_C7,3,2250,EDF
SC4801GC,SC4801GC_C7,2,30,EDF
SC4801GC,SC4801GC_C7,3,30,EDF
SC4801GC,SC4801GC_C7,2,30,EDF
SC4801GC,SC4801GC_C7,3,930,EDF
SC4801GC,SC4801GC_C7,5,30,EDF
SC4801GC,SC4801GC_C7,4,90,EDF
SC4801GC,SC4801GC_C7,3,210,EDF
SC4801GC,SC4801GC_C7,5,30,EDF
SC4801GC,SC4801GC_C7,4,30,EDF
SC4801GC,SC4801GC_C8,1,390,EDF
SC4801GC,SC4801GC_C8,5,210,EDF
SC4801GC,SC4801GC_C8,4,240,EDF
SC4801GC,SC4801GC_C8,3,2190,EDF
SC4801GC,SC4801GC_C8,5,30,EDF
SC4801GC,SC4801GC_C8,4,60,EDF
SC4801GC,SC4801GC_C8,3,510,EDF
SC4801GC,SC4801GC_C8,5,360,EDF
SC4801GC,SC4801GC_C8,4,90,EDF
SC4801GC,SC4801GC_C8,3,630,EDF
SC4801GC,SC4801GC_C8,5,210,EDF
SC4801GC,SC4801GC_C8,4,120,EDF
SC4801GC,SC4801GC_C8,5,30,EDF
SC4801GC,SC4801GC_C8,4,120,EDF
SC4801GC,SC4801GC_C8,5,180,EDF
SC4801GC,SC4801GC_C8,4,120,EDF
SC4801GC,SC4801GC_C8,3,240,EDF
SC4801GC,SC4801GC_C8,4,60,EDF
SC4801GC,SC4801GC_C9,1,120,EDF
SC4801GC,SC4801GC_C9,5,330,EDF
SC4801GC,SC4801GC_C9,4,150,EDF
SC4801GC,SC4801GC_C10,1,390,EDF
SC4801GC,SC4801GC_C10,5,90,EDF
SC4801GC,SC4801GC_C10,4,30,EDF
SC4801GC,SC4801GC_C10,5,60,EDF
SC4801GC,SC4801GC_C10,4,150,EDF
SC4801GC,SC4801GC_C11,1,240,EDF
SC4801GC,SC4801GC_C11,5,60,EDF
SC4801GC,SC4801GC_C11,4,150,EDF
SC4801GC,SC4801GC_C12,1,300,EDF
SC4801GC,SC4801GC_C12,5,30,EDF
SC4801GC,SC4801GC_C13,1,840,EDF
SC4801GC,SC4801GC_C13,5,30,EDF
SC4801GC,SC4801GC_C13,4,420,EDF
SC4801GC,SC4801GC_C13,5,30,EDF
SC4801GC,SC4801GC_C13,4,240,EDF
SC4801GC,SC4801GC_C13,3,270,EDF
SC4801GC,SC4801GC_C13,5,30,EDF
SC4801GC,SC4801GC_C13,4,30,EDF
SC4801GC,SC4801GC_C13,3,480,EDF
SC4801GC,SC4801GC_C14,1,540,EDF
SC4801GC,SC4801GC_C14,5,30,EDF
SC4801GC,SC4801GC_C14,4,330,EDF
SC4801GC,SC4801GC_C14,3,210,EDF
SC4801GC,SC4801GC_C14,5,30,EDF
SC4801GC,SC4801GC_C14,4,60,EDF
SC4801GC,SC4801GC_C14,3,240,EDF
SC4801GC,SC4801GC_C14,5,30,EDF
SC4801GC,SC4801GC_C14,4,270,EDF
SC4801GC,SC4801GC_C14,3,1860,EDF
SC4801GC,SC4801GC_C14,5,30,EDF
SC4801GC,SC4801GC_C14,4,90,EDF
SC4801GC,SC4801GC_C14,3,150,EDF
SC4801GC,SC4801GC_C14,5,90,EDF
SC4801GC,SC4801GC_C14,4,60,EDF
SC4801GC,SC4801GC_C14,5,30,EDF
SC4801GC,SC4801GC_C14,4,90,EDF
SC4801GC,SC4801GC_C14,5,90,EDF
SC4801GC,SC4801GC_C14,4,90,EDF
SC4801GC,SC4801GC_C14,5,30,EDF
SC4801GC,SC4801GC_C14,4,300,EDF
SC4801GC,SC4801GC_C15,1,120,EDF
SC4801GC,SC4801GC_C15,5,150,EDF
SC4801GC,SC4801GC_C15,4,30,EDF
SC4801GC,SC4801GC_C15,5,18810,EDF
SC4802GV,SC4802GV_C1,1,30,EDF
SC4802GV,SC4802GV_C1,5,30,EDF
SC4802GV,SC4802GV_C2,1,270,EDF
SC4802GV,SC4802GV_C2,5,60,EDF
SC4802GV,SC4802GV_C2,4,60,EDF
SC4802GV,SC4802GV_C3,1,240,EDF
SC4802GV,SC4802GV_C3,5,2130,EDF
SC4802GV,SC4802GV_C3,4,60,EDF
SC4802GV,SC4802GV_C3,5,120,EDF
SC4802GV,SC4802GV_C3,4,60,EDF
SC4802GV,SC4802GV_C3,5,390,EDF
SC4802GV,SC4802GV_C3,4,330,EDF
SC4802GV,SC4802GV_C3,3,300,EDF
SC4802GV,SC4802GV_C3,5,30,EDF
SC4802GV,SC4802GV_C3,4,30,EDF
SC4802GV,SC4802GV_C3,3,510,EDF
SC4802GV,SC4802GV_C3,5,30,EDF
SC4802GV,SC4802GV_C3,4,90,EDF
SC4802GV,SC4802GV_C3,3,330,EDF
SC4802GV,SC4802GV_C3,5,60,EDF
SC4802GV,SC4802GV_C3,4,150,EDF
SC4802GV,SC4802GV_C3,3,960,EDF
SC4802GV,SC4802GV_C3,2,30,EDF
SC4802GV,SC4802GV_C3,3,300,EDF
SC4802GV,SC4802GV_C3,5,90,EDF
SC4802GV,SC4802GV_C3,4,270,EDF
SC4802GV,SC4802GV_C3,3,270,EDF
SC4802GV,SC4802GV_C3,4,90,EDF
SC4802GV,SC4802GV_C3,3,180,EDF
SC4802GV,SC4802GV_C3,5,30,EDF
SC4802GV,SC4802GV_C3,4,90,EDF
SC4802GV,SC4802GV_C3,5,90,EDF
SC4802GV,SC4802GV_C3,4,60,EDF
SC4802GV,SC4802GV_C3,5,30,EDF
SC4802GV,SC4802GV_C4,1,690,EDF
SC4802GV,SC4802GV_C4,5,390,EDF
SC4802GV,SC4802GV_C4,4,60,EDF
SC4802GV,SC4802GV_C4,5,30,EDF
SC4802GV,SC4802GV_C4,4,240,EDF
SC4802GV,SC4802GV_C4,3,450,EDF
SC4802GV,SC4802GV_C4,5,150,EDF
SC4802GV,SC4802GV_C4,4,60,EDF
SC4802GV,SC4802GV_C4,3,660,EDF
SC4802GV,SC4802GV_C4,5,90,EDF
SC4802GV,SC4802GV_C4,4,30,EDF
SC4802GV,SC4802GV_C4,5,30,EDF
SC4802GV,SC4802GV_C4,4,60,EDF
SC4802GV,SC4802GV_C4,3,510,EDF
SC4802GV,SC4802GV_C4,4,60,EDF
SC4802GV,SC4802GV_C4,5,30,EDF
SC4802GV,SC4802GV_C4,4,30,EDF
SC4802GV,SC4802GV_C4,5,30,EDF
SC4802GV,SC4802GV_C4,4,90,EDF
SC4802GV,SC4802GV_C4,5,90,EDF
SC4802GV,SC4802GV_C4,4,120,EDF
SC4802GV,SC4802GV_C4,3,450,EDF
SC4802GV,SC4802GV_C4,4,60,EDF
SC4802GV,SC4802GV_C4,3,390,EDF
SC4802GV,SC4802GV_C4,4,60,EDF
SC4802GV,SC4802GV_C4,5,330,EDF
SC4802GV,SC4802GV_C4,4,30,EDF
SC4802GV,SC4802GV_C4,3,1920,EDF
SC4802GV,SC4802GV_C4,4,60,EDF
SC4802GV,SC4802GV_C4,3,150,EDF
SC4802GV,SC4802GV_C5,1,180,EDF
SC4802GV,SC4802GV_C5,5,30,EDF
SC4802GV,SC4802GV_C6,1,1200,EDF
SC4802GV,SC4802GV_C6,5,120,EDF
SC4802GV,SC4802GV_C6,4,240,EDF
SC4802GV,SC4802GV_C6,3,300,EDF
SC4802GV,SC4802GV_C6,4,90,EDF
SC4802GV,SC4802GV_C6,5,30,EDF
SC4802GV,SC4802GV_C7,1,180,EDF
SC4802GV,SC4802GV_C7,5,30,EDF
SC4802GV,SC4802GV_C8,1,240,EDF
SC4802GV,SC4802GV_C8,5,180,EDF
SC4802GV,SC4802GV_C8,4,150,EDF
SC4802GV,SC4802GV_C8,3,120,EDF
SC4802GV,SC4802GV_C8,5,30,EDF
SC4802GV,SC4802GV_C8,4,90,EDF
SC4802GV,SC4802GV_C8,5,60,EDF
SC4802GV,SC4802GV_C8,4,60,EDF
SC4802GV,SC4802GV_C8,3,1050,EDF
SC4802GV,SC4802GV_C8,5,60,EDF
SC4802GV,SC4802GV_C8,4,120,EDF
SC4802GV,SC4802GV_C8,3,330,EDF
SC4802GV,SC4802GV_C8,5,30,EDF
SC4802GV,SC4802GV_C8,4,120,EDF
SC4802GV,SC4802GV_C8,3,780,EDF
SC4802GV,SC4802GV_C8,2,30,EDF
SC4802GV,SC4802GV_C8,3,90,EDF
SC4802GV,SC4802GV_C8,2,30,EDF
SC4802GV,SC4802GV_C8,4,30,EDF
SC4802GV,SC4802GV_C8,3,540,EDF
SC4802GV,SC4802GV_C9,1,360,EDF
SC4802GV,SC4802GV_C9,5,300,EDF
SC4802GV,SC4802GV_C9,4,240,EDF
SC4802GV,SC4802GV_C9,3,90,EDF
SC4802GV,SC4802GV_C10,1,210,EDF
SC4802GV,SC4802GV_C10,5,30,EDF
SC4802GV,SC4802GV_C10,4,30,EDF
SC4802GV,SC4802GV_C10,3,120,EDF
SC4802GV,SC4802GV_C11,1,210,EDF
SC4802GV,SC4802GV_C11,5,60,EDF
SC4802GV,SC4802GV_C11,4,90,EDF
SC4802GV,SC4802GV_C11,3,90,EDF
SC4802GV,SC4802GV_C12,1,120,EDF
SC4802GV,SC4802GV_C12,5,30,EDF
SC4802GV,SC4802GV_C12,4,120,EDF
SC4802GV,SC4802GV_C12,3,90,EDF
SC4802GV,SC4802GV_C13,1,150,EDF
SC4802GV,SC4802GV_C13,5,90,EDF
SC4802GV,SC4802GV_C13,4,90,EDF
SC4802GV,SC4802GV_C13,5,30,EDF
SC4802GV,SC4802GV_C13,4,120,EDF
SC4802GV,SC4802GV_C13,3,30,EDF
SC4802GV,SC4802GV_C13,5,30,EDF
SC4802GV,SC4802GV_C13,4,150,EDF
SC4802GV,SC4802GV_C13,3,570,EDF
SC4802GV,SC4802GV_C13,4,30,EDF
SC4802GV,SC4802GV_C13,3,330,EDF
SC4802GV,SC4802GV_C13,4,30,EDF
SC4802GV,SC4802GV_C13,3,1980,EDF
SC4802GV,SC4802GV_C13,2,90,EDF
SC4802GV,SC4802GV_C13,3,180,EDF
SC4802GV,SC4802GV_C13,5,600,EDF
SC4802GV,SC4802GV_C13,4,60,EDF
SC4802GV,SC4802GV_C13,5,18810,EDF
SC4811GG,SC4811GG_C1,1,120,EDF
SC4811GG,SC4811GG_C1,5,30,EDF
SC4811GG,SC4811GG_C1,4,30,EDF
SC4811GG,SC4811GG_C1,3,60,EDF
SC4811GG,SC4811GG_C2,1,1080,EDF
SC4811GG,SC4811GG_C2,4,30,EDF
SC4811GG,SC4811GG_C3,1,60,EDF
SC4811GG,SC4811GG_C3,4,30,EDF
SC4811GG,SC4811GG_C4,1,480,EDF
SC4811GG,SC4811GG_C4,4,30,EDF
SC4811GG,SC4811GG_C5,1,30,EDF
SC4811GG,SC4811GG_C5,3,30,EDF
SC4811GG,SC4811GG_C5,4,30,EDF
SC4811GG,SC4811GG_C6,1,30,EDF
SC4811GG,SC4811GG_C6,3,690,EDF
SC4811GG,SC4811GG_C6,2,30,EDF
SC4811GG,SC4811GG_C6,3,30,EDF
SC4811GG,SC4811GG_C6,2,30,EDF
SC4811GG,SC4811GG_C6,3,30,EDF
SC4811GG,SC4811GG_C6,2,1320,EDF
SC4811GG,SC4811GG_C6,3,240,EDF
SC4811GG,SC4811GG_C6,2,30,EDF
SC4811GG,SC4811GG_C6,3,120,EDF
SC4811GG,SC4811GG_C6,2,30,EDF
SC4811GG,SC4811GG_C6,3,30,EDF
SC4811GG,SC4811GG_C6,2,30,EDF
SC4811GG,SC4811GG_C6,3,90,EDF
SC4811GG,SC4811GG_C6,2,120,EDF
SC4811GG,SC4811GG_C6,3,30,EDF
SC4811GG,SC4811GG_C6,2,330,EDF
SC4811GG,SC4811GG_C6,5,60,EDF
SC4811GG,SC4811GG_C6,4,30,EDF
SC4811GG,SC4811GG_C6,3,60,EDF
SC4811GG,SC4811GG_C6,5,30,EDF
SC4811GG,SC4811GG_C6,4,30,EDF
SC4811GG,SC4811GG_C6,5,30,EDF
SC4811GG,SC4811GG_C6,4,90,EDF
SC4811GG,SC4811GG_C6,3,90,EDF
SC4811GG,SC4811GG_C6,4,30,EDF
SC4811GG,SC4811GG_C6,3,1470,EDF
SC4811GG,SC4811GG_C6,2,30,EDF
SC4811GG,SC4811GG_C6,3,60,EDF
SC4811GG,SC4811GG_C6,2,30,EDF
SC4811GG,SC4811GG_C6,3,30,EDF
SC4811GG,SC4811GG_C6,2,60,EDF
SC4811GG,SC4811GG_C6,3,30,EDF
SC4811GG,SC4811GG_C6,5,150,EDF
SC4811GG,SC4811GG_C6,4,90,EDF
SC4811GG,SC4811GG_C6,3,360,EDF
SC4811GG,SC4811GG_C7,1,90,EDF
SC4811GG,SC4811GG_C7,4,30,EDF
SC4811GG,SC4811GG_C8,1,180,EDF
SC4811GG,SC4811GG_C8,4,60,EDF
SC4811GG,SC4811GG_C9,1,210,EDF
SC4811GG,SC4811GG_C9,4,30,EDF
SC4811GG,SC4811GG_C10,1,240,EDF
SC4811GG,SC4811GG_C10,5,90,EDF
SC4811GG,SC4811GG_C10,4,60,EDF
SC4811GG,SC4811GG_C10,5,30,EDF
SC4811GG,SC4811GG_C10,4,30,EDF
SC4811GG,SC4811GG_C10,3,180,EDF
SC4811GG,SC4811GG_C10,4,30,EDF
SC4811GG,SC4811GG_C10,3,90,EDF
SC4811GG,SC4811GG_C10,4,30,EDF
SC4811GG,SC4811GG_C10,3,750,EDF
SC4811GG,SC4811GG_C10,2,30,EDF
SC4811GG,SC4811GG_C10,3,480,EDF
SC4811GG,SC4811GG_C10,2,30,EDF
SC4811GG,SC4811GG_C10,3,120,EDF
SC4811GG,SC4811GG_C10,2,30,EDF
SC4811GG,SC4811GG_C10,3,60,EDF
SC4811GG,SC4811GG_C10,2,30,EDF
SC4811GG,SC4811GG_C10,3,120,EDF
SC4811GG,SC4811GG_C10,2,30,EDF
SC4811GG,SC4811GG_C10,3,120,EDF
SC4811GG,SC4811GG_C10,2,30,EDF
SC4811GG,SC4811GG_C10,3,30,EDF
SC4811GG,SC4811GG_C10,2,30,EDF
SC4811GG,SC4811GG_C10,3,120,EDF
SC4811GG,SC4811GG_C10,2,30,EDF
SC4811GG,SC4811GG_C10,3,120,EDF
SC4811GG,SC4811GG_C10,2,30,EDF
SC4811GG,SC4811GG_C10,3,30,EDF
SC4811GG,SC4811GG_C10,2,60,EDF
